CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,target,Age,Unemployed,Years_Employed
F,1,0,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,3.0,0,41,0,5.517808219178082
F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4.0,0,38,0,3.8054794520547945
M,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Private service staff,2.0,0,38,0,7.882191780821918
F,1,1,0,157500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2.0,0,40,0,6.6876712328767125
M,1,0,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,1,0,0,0,Laborers,2.0,0,57,0,8.520547945205479
F,0,0,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Core staff,1.0,0,33,0,0.5123287671232877
F,0,1,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2.0,0,39,0,1.3808219178082193
F,0,1,1,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,2.0,0,43,0,10.93972602739726
M,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,31,0,4.394520547945206
M,1,1,0,180000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,2.0,0,32,0,13.221917808219178
F,1,1,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,0,44,0,25.72876712328767
M,0,0,2,225000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,Laborers,4.0,0,45,0,8.46027397260274
M,0,0,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,1,Laborers,1.0,0,38,0,3.2684931506849315
F,1,1,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0,37,0,11.613698630136986
M,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Laborers,2.0,0,37,0,1.295890410958904
M,1,0,0,315000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Drivers,2.0,0,48,0,2.9342465753424656
F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,62,1,0.0
M,0,1,1,292500.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Core staff,3.0,0,46,0,9.63013698630137
F,0,1,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,58,1,0.0
F,0,0,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,3.0,0,33,0,8.657534246575343
F,0,1,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,3.0,0,51,0,2.747945205479452
F,1,0,0,31531.5,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,60,1,0.0
F,1,0,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Managers,2.0,0,57,0,10.553424657534247
M,1,1,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2.0,0,53,0,2.7205479452054795
M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2.0,0,42,0,3.857534246575343
M,1,0,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,0,28,0,0.6438356164383562
F,1,1,2,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Waiters/barmen staff,4.0,0,27,0,5.383561643835616
F,0,1,0,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Cooking staff,2.0,0,39,0,19.638356164383563
F,0,0,0,135000.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Core staff,2.0,0,27,0,1.621917808219178
M,0,0,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4.0,0,39,0,6.895890410958904
F,0,1,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cleaning staff,2.0,0,34,0,13.523287671232875
F,1,0,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,37,0,3.4575342465753423
F,0,0,0,202500.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Managers,2.0,0,35,0,0.9315068493150684
M,0,0,1,216000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Laborers,2.0,0,29,0,3.2164383561643834
F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,59,1,0.0
M,1,1,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,63,0,1.4328767123287671
F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,64,1,0.0
F,0,1,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4.0,0,27,0,4.347945205479452
M,1,0,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,62,1,0.0
F,1,1,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,53,0,7.213698630136986
F,0,1,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2.0,0,48,0,0.5808219178082191
F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3.0,0,39,0,0.6438356164383562
F,0,1,0,135000.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Laborers,2.0,0,39,0,7.120547945205479
F,1,0,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,61,1,0.0
F,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,2.0,0,33,0,5.375342465753425
M,0,0,2,247500.0,Working,Secondary / secondary special,Married,Office apartment,1,1,1,0,Laborers,4.0,0,38,0,8.852054794520548
M,1,1,0,540000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Unknown,1.0,0,41,0,6.602739726027397
F,0,1,0,67500.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,34,0,4.021917808219178
F,1,0,0,90000.0,Pensioner,Higher education,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,66,1,0.0
F,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,51,0,7.328767123287672
M,1,1,2,225000.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Unknown,4.0,0,35,0,14.983561643835616
F,0,0,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,0,Laborers,3.0,0,26,0,3.350684931506849
F,0,0,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Core staff,3.0,0,34,0,1.0767123287671232
F,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,37,0,2.6904109589041094
F,0,1,0,247500.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,54,0,16.986301369863014
M,1,0,0,315000.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,1,0,Drivers,2.0,0,29,0,2.213698630136986
F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2.0,0,51,0,2.0575342465753423
M,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,0,0,Security staff,2.0,0,40,0,6.767123287671233
F,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,1,0,Managers,1.0,0,56,0,13.189041095890412
M,1,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,3.0,0,43,0,13.334246575342464
F,0,1,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,57,1,0.0
M,0,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Security staff,2.0,0,54,0,15.3013698630137
F,0,1,0,387000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,1.0,0,49,0,1.7589041095890412
F,0,1,2,202500.0,Working,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,4.0,0,37,0,8.92876712328767
M,1,1,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,53,0,2.802739726027397
M,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,33,0,5.498630136986302
F,1,1,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,3.0,0,36,0,0.5178082191780822
F,0,1,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,50,0,26.528767123287672
M,1,1,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Laborers,1.0,0,39,0,5.706849315068493
M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,0,57,0,0.5232876712328767
F,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,1,0,Core staff,1.0,0,54,0,18.726027397260275
F,1,1,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,3.0,0,27,0,1.0054794520547945
F,0,0,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,4.0,0,32,0,0.2630136986301369
F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,31,0,1.4109589041095891
F,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,47,0,10.2986301369863
M,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,26,0,7.178082191780822
M,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,40,0,5.717808219178083
M,0,1,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,2.0,0,64,1,0.0
M,1,1,1,144000.0,State servant,Secondary / secondary special,Married,Office apartment,1,1,1,0,Managers,3.0,0,29,0,8.578082191780823
F,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1.0,0,52,0,2.0136986301369864
F,0,0,1,202500.0,State servant,Higher education,Separated,House / apartment,1,0,0,0,Core staff,2.0,0,36,0,10.523287671232875
F,0,1,0,81000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Core staff,1.0,0,24,0,0.8301369863013699
F,0,0,0,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,1,0,0,0,Accountants,1.0,0,31,0,5.4301369863013695
M,0,1,1,562500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Unknown,3.0,0,37,0,15.449315068493153
M,1,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,39,0,0.8273972602739726
F,0,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,0,33,0,9.432876712328769
F,1,1,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0,33,0,10.183561643835615
M,1,0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,Drivers,2.0,0,40,0,1.6054794520547946
F,1,1,2,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Unknown,4.0,0,32,0,7.852054794520548
F,1,1,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4.0,0,31,0,4.517808219178082
M,1,1,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,3.0,0,41,0,10.536986301369865
M,0,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,0,40,0,1.8767123287671232
F,0,1,0,121500.0,State servant,Higher education,Widow,House / apartment,1,1,1,0,Accountants,1.0,0,53,0,4.3780821917808215
M,1,0,0,270000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,62,1,0.0
M,1,0,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Security staff,1.0,0,29,0,3.767123287671233
F,0,0,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,62,1,0.0
F,0,1,0,292500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Accountants,2.0,0,37,0,3.468493150684932
F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,48,0,10.73150684931507
M,1,1,0,306000.0,Commercial associate,Higher education,Separated,With parents,1,0,0,0,Laborers,1.0,0,62,0,1.4602739726027398
F,0,1,0,139500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,48,0,23.23013698630137
M,1,1,1,324000.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3.0,0,30,0,8.715068493150685
M,1,1,0,261000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2.0,0,43,0,4.131506849315069
F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,0,46,0,2.5424657534246577
F,0,1,0,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0,30,0,0.5534246575342465
F,1,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,64,1,0.0
M,1,0,0,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,2.0,0,26,0,2.287671232876712
F,0,0,0,90000.0,State servant,Higher education,Married,Rented apartment,1,0,0,0,Core staff,2.0,0,43,0,4.208219178082191
F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,2.0,0,53,0,3.43013698630137
F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,50,0,15.213698630136989
F,0,1,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Unknown,2.0,0,56,0,10.082191780821915
F,0,0,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,2.0,0,38,0,0.3671232876712328
F,0,0,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,65,1,0.0
F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,3.0,0,34,0,1.8575342465753424
M,1,0,0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,1,Unknown,2.0,0,63,1,0.0
F,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,2.0,0,51,0,8.638356164383561
F,0,0,0,306000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0,34,0,15.306849315068494
F,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,40,0,6.717808219178083
F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,59,1,0.0
F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,51,0,25.54794520547945
F,0,1,2,270000.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,3.0,1,28,0,7.52054794520548
F,1,0,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Managers,2.0,0,57,0,10.553424657534247
F,1,0,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Core staff,1.0,0,32,0,14.263013698630138
F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4.0,0,38,0,3.8054794520547945
F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,3.0,0,40,0,2.016438356164384
M,0,0,0,247500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0,41,0,6.049315068493151
F,1,1,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4.0,0,36,0,3.8794520547945206
F,0,1,1,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3.0,0,31,0,3.9863013698630136
M,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2.0,0,27,0,3.345205479452055
F,0,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Accountants,1.0,0,56,0,15.443835616438356
M,0,0,0,382500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0,34,0,2.33972602739726
F,0,0,2,157500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,4.0,0,34,0,14.643835616438356
M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,2.0,0,31,0,5.413698630136986
F,0,1,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,61,1,0.0
F,0,0,0,189000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,0,50,0,0.3753424657534246
M,1,0,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,High skill tech staff,3.0,0,36,0,9.98082191780822
M,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3.0,0,41,0,5.758904109589041
F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,0,35,0,5.693150684931507
M,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3.0,0,44,0,2.5342465753424657
M,1,0,1,135000.0,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,3.0,0,33,0,4.331506849315068
F,0,0,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Medicine staff,1.0,0,56,0,35.895890410958906
F,0,1,0,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2.0,0,36,0,4.46027397260274
F,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,4.0,0,38,0,6.789041095890411
F,0,0,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,0,30,0,7.049315068493151
F,0,0,0,202500.0,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,Cleaning staff,2.0,0,54,0,5.750684931506849
M,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,28,0,0.4246575342465753
F,0,1,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2.0,0,47,0,13.353424657534246
F,1,1,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,51,0,6.638356164383562
F,1,1,0,202500.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Core staff,2.0,0,43,0,9.512328767123288
M,1,1,0,337500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,49,0,18.53150684931507
F,1,0,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,56,1,0.0
F,1,1,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,0,34,0,1.8575342465753424
F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,56,1,0.0
F,1,0,1,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,3.0,0,26,0,0.7041095890410959
F,1,0,2,126000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,0,26,0,4.205479452054795
F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2.0,0,56,0,8.306849315068494
M,0,0,1,360000.0,Working,Lower secondary,Married,House / apartment,1,0,0,1,Laborers,3.0,0,34,0,2.871232876712329
F,0,1,0,99000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Security staff,1.0,0,59,0,3.3945205479452056
F,0,1,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1.0,0,52,0,10.345205479452057
F,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,56,1,0.0
F,0,0,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1.0,0,64,1,0.0
F,1,1,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0,33,0,10.183561643835615
F,0,1,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Unknown,2.0,0,65,1,0.0
F,0,0,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Accountants,3.0,0,34,0,1.093150684931507
F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,58,1,0.0
F,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,39,0,5.304109589041096
F,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,60,0,20.88219178082192
M,1,0,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,4.0,0,30,0,0.2958904109589041
M,1,1,0,301500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,2.0,0,43,0,1.1753424657534246
F,1,1,1,94500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,0,54,0,18.76438356164384
M,1,1,0,207000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,66,1,0.0
F,1,0,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1.0,0,25,0,4.101369863013699
M,1,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,3.0,0,24,0,1.63013698630137
F,0,1,2,202500.0,Working,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,4.0,0,37,0,8.92876712328767
F,0,1,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1.0,0,39,0,0.8273972602739726
F,1,0,0,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0,54,0,15.126027397260271
M,1,0,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0,28,0,5.145205479452055
F,0,1,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,56,1,0.0
M,1,1,1,189000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Unknown,3.0,0,41,0,6.852054794520548
F,1,1,0,202500.0,Working,Higher education,Widow,House / apartment,1,0,0,0,Managers,1.0,0,32,0,4.101369863013699
F,1,1,0,225000.0,Working,Higher education,Civil marriage,House / apartment,1,0,1,0,Unknown,2.0,0,52,0,1.6821917808219178
M,0,1,0,427500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,1,Laborers,1.0,0,43,0,11.27945205479452
F,1,1,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,57,1,0.0
F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,58,1,0.0
F,0,0,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,54,1,0.0
F,0,1,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3.0,0,30,0,1.83013698630137
M,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2.0,0,58,0,5.635616438356164
M,1,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,3.0,0,32,0,10.764383561643836
F,0,0,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,2.0,0,46,0,0.2657534246575342
F,0,0,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Medicine staff,2.0,0,28,0,5.35068493150685
M,0,0,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,0,39,0,0.8657534246575342
M,0,1,3,494100.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,5.0,0,36,0,5.764383561643836
F,0,1,0,180000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Core staff,2.0,0,44,0,20.194520547945206
F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4.0,0,38,0,3.8054794520547945
F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,60,1,0.0
F,0,0,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Unknown,1.0,0,44,0,1.4109589041095891
M,0,0,0,247500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0,41,0,6.049315068493151
F,0,1,0,126000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,59,1,0.0
M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,0,39,0,4.465753424657534
F,0,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4.0,0,34,0,11.221917808219178
F,0,1,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,42,0,7.35068493150685
F,0,1,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,56,1,0.0
F,0,1,0,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,2.0,0,55,1,0.0
F,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2.0,0,45,0,2.8575342465753426
M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,0,28,0,1.926027397260274
F,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Unknown,2.0,0,43,0,0.5068493150684932
M,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,2.0,0,59,0,21.95890410958904
